"Company";"Company_Old";"NAIC";"Plan";"State";"Area";"Zip_Lookup_Code";"Gender";"T/NT";"Couple_Fac";"Eff_Date";"Rate_Type";"Age_For_Sorting";"Lowest_Rate?";"Highest_Rate?";"Age";"Monthly_Rate";"Quarterly_Rate";"Semi-Annual_Rate";"Annual_Rate";"Policy Fee";"Household Discount"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";352.86;1122.54;2202.72;4236.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";357.19;1136.32;2229.76;4288.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";361.36;1149.57;2255.76;4338.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";365.60;1163.09;2282.28;4389.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";365.60;1163.09;2282.28;4389.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";191.51;609.24;1195.48;2299.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";198.92;632.82;1241.76;2388.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";206.83;658.00;1291.16;2483.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";214.75;683.17;1340.56;2578.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";223.24;710.20;1393.60;2680.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";231.91;737.76;1447.68;2784.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";241.07;766.91;1504.88;2894.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";250.48;796.86;1563.64;3007.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";260.48;828.66;1626.04;3127.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";270.56;860.72;1688.96;3248.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";281.47;895.44;1757.08;3379.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";289.55;921.14;1807.52;3476.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";297.71;947.11;1858.48;3574.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";305.96;973.35;1909.96;3673.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";314.62;1000.91;1964.04;3777.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";323.54;1029.26;2019.68;3884.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";327.45;1041.72;2044.12;3931.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";331.53;1054.70;2069.60;3980.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";335.28;1066.63;2093.00;4025.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";339.36;1079.61;2118.48;4074.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";343.36;1092.33;2143.44;4122.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";347.78;1106.38;2171.00;4175.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";351.78;1119.10;2195.96;4223.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";356.02;1132.61;2222.48;4274.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";360.19;1145.86;2248.48;4324.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";364.44;1159.38;2275.00;4375.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";368.94;1173.69;2303.08;4429.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";373.43;1188.00;2331.16;4483.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";377.60;1201.25;2357.16;4533.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";382.26;1216.09;2386.28;4589.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";386.93;1230.93;2415.40;4645.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";391.76;1246.30;2445.56;4703.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";396.51;1261.40;2475.20;4760.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";401.09;1275.98;2503.80;4815.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";405.84;1291.08;2533.44;4872.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";405.84;1291.08;2533.44;4872.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";183.59;584.06;1146.08;2204.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";190.84;607.12;1191.32;2291.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";198.25;630.70;1237.60;2380.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";205.92;655.08;1285.44;2472.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";213.91;680.52;1335.36;2568.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";222.24;707.02;1387.36;2668.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";230.99;734.85;1441.96;2773.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";239.99;763.47;1498.12;2881.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";249.57;793.94;1557.92;2996.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";259.31;824.95;1618.76;3113.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";269.81;858.34;1684.28;3239.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";277.39;882.45;1731.60;3330.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";285.39;907.89;1781.52;3426.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";293.38;933.33;1831.44;3522.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";301.46;959.04;1881.88;3619.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";309.96;986.07;1934.92;3721.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";313.79;998.26;1958.84;3767.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";317.54;1010.18;1982.24;3812.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";321.29;1022.11;2005.64;3857.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";325.20;1034.56;2030.08;3904.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";329.12;1047.02;2054.52;3951.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";333.12;1059.74;2079.48;3999.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";337.03;1072.19;2103.92;4046.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";341.11;1085.18;2129.40;4095.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";345.11;1097.90;2154.36;4143.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";349.36;1111.41;2180.88;4194.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";353.53;1124.66;2206.88;4244.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";357.69;1137.91;2232.88;4294.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";361.94;1151.43;2259.40;4345.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";366.44;1165.74;2287.48;4399.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";370.77;1179.52;2314.52;4451.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";375.35;1194.09;2343.12;4506.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";379.93;1208.67;2371.72;4561.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";384.35;1222.71;2399.28;4614.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";388.84;1237.02;2427.36;4668.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";388.84;1237.02;2427.36;4668.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";203.67;647.93;1271.40;2445.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";211.58;673.10;1320.80;2540.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";220.00;699.87;1373.32;2641.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";228.41;726.63;1425.84;2742.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";237.41;755.25;1482.00;2850.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";246.65;784.67;1539.72;2961.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";256.40;815.67;1600.56;3078.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";266.48;847.74;1663.48;3199.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";277.06;881.39;1729.52;3326.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";287.80;915.58;1796.60;3455.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";299.38;952.41;1868.88;3594.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";307.96;979.71;1922.44;3697.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";316.62;1007.27;1976.52;3801.00;"$20";"5%"
